Brand,Model,Year,Engine CC,Power (BHP),Mileage (kmpl),Kms Driven,Fuel Type,Bike Type,Condition,Transmission,Owner Type,Price
Yamaha,YZF R1,2023,1084,100.6,48.8,10779,Petrol,Naked,Used,Automatic,3rd Owner,294133.67
Yamaha,FZ-S,2022,390,31.7,60.0,44040,Petrol,Sport,New,Automatic,2nd Owner,174695.62
Ducati,Panigale V2,2021,1340,91.9,25.1,74257,Petrol,Adventure,Like New,Automatic,3rd Owner,785957.13
Suzuki,Access 125,2005,110,11.2,50.5,4452,Petrol,Cruiser,New,Automatic,3rd Owner,8000.0
Yamaha,MT-15,2020,390,27.2,53.2,101060,Petrol,Sport,Like New,Automatic,2nd Owner,149408.8
Honda,Africa Twin,2005,100,7.7,57.3,91547,Petrol,Commuter,Used,Manual,3rd Owner,8000.0
Royal Enfield,Bullet 350,2017,750,54.3,29.0,107469,Petrol,Sport,Used,Manual,2nd Owner,170280.2
Yamaha,R15,2011,300,32.5,33.3,57125,Petrol,Scooter,Used,Automatic,3rd Owner,48668.62
Suzuki,V-Strom,2015,1250,129.7,48.1,9622,Electric,Scooter,Like New,Automatic,3rd Owner,240559.93
Harley-Davidson,Iron 883,2010,1084,173.1,15.0,87054,Petrol,Naked,New,Automatic,2nd Owner,777403.31
Ducati,SuperSport,2020,300,29.0,46.0,98801,Petrol,Sport,New,Automatic,1st Owner,176347.18
Kawasaki,Ninja 300,2011,160,14.8,42.3,111592,Petrol,Cruiser,Like New,Manual,2nd Owner,27606.62
Ducati,Scrambler,2011,390,43.8,51.8,12770,Petrol,Scooter,Used,Automatic,1st Owner,142524.69
Harley-Davidson,Road King,2013,750,75.4,52.3,89611,Petrol,Cruiser,Like New,Manual,3rd Owner,537733.02
TVS,Ntorq 125,2010,883,108.6,27.7,76534,Petrol,Sport,Like New,Automatic,1st Owner,214820.74
Ducati,Panigale V2,2005,110,9.4,56.5,15982,Petrol,Sport,Used,Manual,2nd Owner,19492.56
Honda,Activa,2021,150,18.5,27.1,113687,Petrol,Commuter,Like New,Automatic,3rd Owner,28044.46
Ducati,Multistrada,2010,1000,104.1,60.0,78579,Petrol,Scooter,Like New,Automatic,2nd Owner,512880.23
BMW,S1000RR,2021,1340,119.6,34.6,24374,Petrol,Naked,Used,Manual,2nd Owner,699320.68
Harley-Davidson,Iron 883,2006,160,22.6,52.2,14245,Petrol,Commuter,Used,Manual,2nd Owner,44297.27
Kawasaki,Ninja ZX-10R,2022,1250,162.5,18.4,91357,Petrol,Naked,New,Automatic,1st Owner,609072.66
TVS,Jupiter,2018,125,12.1,43.5,44539,Petrol,Commuter,New,Manual,3rd Owner,22345.71
BMW,G310GS,2020,100,15.3,68.6,103238,Petrol,Commuter,Like New,Manual,3rd Owner,63073.97
Suzuki,Intruder,2019,1084,117.6,43.2,25913,Petrol,Naked,Like New,Automatic,2nd Owner,250196.81
Royal Enfield,Thunderbird,2013,750,114.2,27.1,90212,Petrol,Naked,New,Manual,1st Owner,262975.15
BMW,G310R,2021,1250,88.9,15.0,97497,Petrol,Cruiser,New,Automatic,3rd Owner,627168.02
Yamaha,FZ-S,2022,1250,84.9,52.3,64964,Petrol,Cruiser,Used,Automatic,2nd Owner,239880.45
KTM,Adventure 390,2017,200,20.9,64.1,100480,Petrol,Commuter,New,Automatic,2nd Owner,70092.67
Kawasaki,Z900,2020,1340,204.3,52.8,91253,Petrol,Commuter,Like New,Manual,3rd Owner,497963.42
Harley-Davidson,Street 750,2011,1250,111.2,48.1,41554,Electric,Commuter,New,Automatic,3rd Owner,813894.24
Royal Enfield,Thunderbird,2009,750,116.2,15.0,74381,Petrol,Naked,New,Automatic,2nd Owner,309760.44
Ducati,Scrambler,2005,1340,211.3,31.4,15553,Petrol,Sport,Used,Automatic,2nd Owner,493632.98
Kawasaki,W175,2019,1084,162.9,29.7,66817,Petrol,Scooter,Like New,Automatic,2nd Owner,473645.97
Kawasaki,Ninja 300,2024,1250,180.5,18.3,95235,Petrol,Adventure,New,Automatic,1st Owner,609075.48
Royal Enfield,Thunderbird,2020,1000,96.9,22.3,19060,Petrol,Cruiser,Like New,Automatic,2nd Owner,397569.24
TVS,Apache RTR 160,2022,1340,105.5,43.7,78176,Petrol,Naked,New,Manual,3rd Owner,392560.74
Honda,CB Shine,2015,1340,84.7,15.0,57929,Petrol,Cruiser,Like New,Automatic,2nd Owner,320299.83
Kawasaki,Versys 650,2014,180,27.7,39.9,114497,Petrol,Commuter,New,Manual,1st Owner,77755.53
Ducati,Multistrada,2012,200,19.9,42.2,48790,Petrol,Adventure,Used,Manual,3rd Owner,78604.02
Yamaha,YZF R1,2017,100,13.9,45.0,43126,Petrol,Naked,Like New,Manual,3rd Owner,29281.36
Ducati,Panigale V2,2006,1340,84.0,47.7,107055,Petrol,Commuter,Used,Automatic,2nd Owner,605796.16
Harley-Davidson,Sportster,2015,390,50.9,69.2,90430,Petrol,Cruiser,Used,Manual,2nd Owner,139812.12
TVS,Apache RTR 160,2007,100,11.2,66.4,90905,Petrol,Adventure,Used,Manual,2nd Owner,8000.0
Honda,Activa,2024,350,40.3,53.0,16368,Petrol,Adventure,Used,Manual,3rd Owner,73921.89
Harley-Davidson,Fat Boy,2013,390,49.6,46.0,111429,Petrol,Adventure,Like New,Manual,3rd Owner,181950.39
BMW,F850GS,2022,100,15.5,41.6,82637,Petrol,Adventure,Like New,Manual,3rd Owner,39474.43
Honda,Activa,2007,200,19.8,62.0,24312,Petrol,Commuter,Like New,Manual,2nd Owner,8604.51
Honda,CB Hornet,2020,1084,127.2,56.2,107221,Petrol,Commuter,New,Automatic,3rd Owner,322206.06
Yamaha,FZS-Fi,2012,100,10.1,65.3,5132,Petrol,Naked,Used,Manual,1st Owner,8000.0
Kawasaki,Ninja ZX-10R,2021,150,16.2,45.9,56279,Petrol,Adventure,New,Automatic,2nd Owner,75617.1
BMW,R1250GS,2012,390,58.5,34.7,98155,Petrol,Scooter,Used,Automatic,2nd Owner,147406.8
Royal Enfield,Classic 350,2010,390,44.5,54.8,81089,Petrol,Naked,New,Manual,3rd Owner,105715.58
Harley-Davidson,Fat Boy,2011,390,34.6,42.6,62448,Petrol,Sport,Like New,Manual,1st Owner,178115.44
Yamaha,MT-15,2006,883,120.7,50.9,32572,Petrol,Adventure,New,Manual,2nd Owner,394727.63
BMW,R1250GS,2018,125,18.4,33.7,58230,Petrol,Cruiser,New,Manual,1st Owner,79936.21
Honda,Africa Twin,2023,160,15.8,26.1,117394,Petrol,Scooter,New,Automatic,3rd Owner,42020.29
Kawasaki,Versys 650,2018,500,49.7,57.1,66849,Petrol,Scooter,New,Automatic,3rd Owner,184038.84
Harley-Davidson,Fat Boy,2010,350,33.2,38.8,13250,Petrol,Naked,Like New,Manual,1st Owner,204016.83
Suzuki,Hayabusa,2013,750,60.9,33.9,101479,Electric,Sport,Used,Automatic,2nd Owner,156053.16
Honda,Activa,2022,1250,167.3,42.5,110884,Petrol,Cruiser,New,Automatic,1st Owner,356023.68
Harley-Davidson,Fat Boy,2007,1000,149.3,54.6,15665,Petrol,Adventure,Like New,Manual,1st Owner,533075.2
Royal Enfield,Thunderbird,2024,150,23.9,54.0,13757,Petrol,Cruiser,Used,Automatic,2nd Owner,35639.38
Suzuki,Hayabusa,2012,750,104.4,15.4,59800,Petrol,Commuter,Like New,Automatic,2nd Owner,211300.69
Harley-Davidson,Street 750,2016,110,9.0,48.2,81357,Petrol,Sport,Used,Manual,3rd Owner,44660.6
Yamaha,FZS-Fi,2006,300,28.0,34.3,35241,Petrol,Cruiser,Used,Manual,2nd Owner,53775.05
Yamaha,MT-15,2010,750,89.7,31.3,66065,Petrol,Commuter,Like New,Automatic,3rd Owner,266366.16
Yamaha,YZF R1,2008,250,30.1,69.4,33830,Petrol,Adventure,Used,Manual,1st Owner,54439.61
Harley-Davidson,Fat Boy,2024,650,84.8,61.6,23256,Petrol,Scooter,Used,Automatic,1st Owner,313075.54
Yamaha,MT-15,2018,300,26.5,62.9,22829,Petrol,Sport,New,Automatic,1st Owner,95975.92
Yamaha,YZF R1,2011,160,10.8,61.9,12071,Petrol,Cruiser,New,Automatic,2nd Owner,13963.53
Royal Enfield,Meteor 350,2016,160,24.1,64.4,118807,Petrol,Scooter,New,Automatic,3rd Owner,58172.6
Suzuki,Gixxer,2019,180,21.9,47.0,40719,Electric,Scooter,New,Automatic,3rd Owner,45632.03
Kawasaki,Z900,2018,1000,89.1,17.9,54164,Petrol,Adventure,Like New,Automatic,2nd Owner,411510.76
KTM,Duke 125,2008,1340,119.2,35.8,59003,Petrol,Adventure,Used,Manual,3rd Owner,316068.28
Yamaha,R15,2018,1000,141.5,28.6,114051,Petrol,Adventure,Used,Automatic,3rd Owner,259049.23
BMW,F850GS,2017,750,112.6,57.4,24974,Electric,Sport,Used,Automatic,1st Owner,343978.31
Yamaha,FZS-Fi,2019,100,12.5,38.4,73189,Petrol,Commuter,New,Manual,1st Owner,41339.86
Yamaha,YZF R1,2005,150,22.1,41.6,21146,Petrol,Commuter,Like New,Manual,1st Owner,11053.26
TVS,Jupiter,2011,125,13.6,27.6,117690,Petrol,Adventure,Like New,Manual,2nd Owner,8000.0
BMW,G310GS,2007,100,6.6,57.3,55581,Petrol,Commuter,Like New,Automatic,2nd Owner,20969.28
Ducati,Panigale V2,2009,350,54.7,58.6,17778,Petrol,Cruiser,New,Manual,2nd Owner,185317.04
Kawasaki,Versys 650,2006,750,46.3,22.3,10643,Petrol,Adventure,Like New,Automatic,3rd Owner,167263.8
KTM,Duke 200,2006,1340,87.0,52.1,114173,Petrol,Naked,Used,Automatic,2nd Owner,295959.39
Yamaha,FZS-Fi,2022,180,27.4,35.2,62240,Petrol,Sport,Like New,Automatic,1st Owner,76929.27
Kawasaki,W175,2005,160,9.7,29.4,97353,Petrol,Commuter,Used,Manual,2nd Owner,8000.0
Royal Enfield,Thunderbird,2014,1084,90.1,52.6,69107,Petrol,Naked,Like New,Manual,1st Owner,330143.31
BMW,F850GS,2009,200,17.9,26.7,23392,Petrol,Cruiser,Used,Manual,1st Owner,80172.3
KTM,RC 390,2020,500,57.3,29.8,53167,Petrol,Cruiser,Like New,Automatic,2nd Owner,131040.48
TVS,Apache RTR 200,2013,750,46.3,21.1,69082,Petrol,Cruiser,Used,Automatic,3rd Owner,118780.75
Kawasaki,W175,2020,500,39.4,21.9,61418,Petrol,Naked,Like New,Manual,3rd Owner,138177.78
Yamaha,R15,2016,1340,136.8,42.2,31495,Petrol,Cruiser,Like New,Automatic,3rd Owner,320236.54
Royal Enfield,Thunderbird,2005,125,17.6,63.5,27867,Petrol,Sport,Used,Manual,1st Owner,8000.0
Kawasaki,Ninja 300,2017,300,45.1,22.7,30216,Petrol,Adventure,New,Automatic,1st Owner,159997.98
Honda,CB Shine,2020,125,11.7,61.5,39179,Petrol,Scooter,Used,Automatic,1st Owner,13564.92
TVS,Jupiter,2005,1250,154.7,15.0,110797,Petrol,Cruiser,Used,Automatic,1st Owner,175704.36
Kawasaki,Versys 650,2024,500,65.2,22.5,24370,Petrol,Commuter,Like New,Manual,1st Owner,222285.48
Ducati,Scrambler,2008,110,11.4,41.7,22589,Petrol,Commuter,New,Automatic,2nd Owner,34840.86
TVS,Apache RTR 160,2016,1000,144.7,15.0,94000,Petrol,Scooter,Like New,Automatic,3rd Owner,282696.58
BMW,F850GS,2017,150,21.2,32.1,82347,Petrol,Naked,Like New,Manual,2nd Owner,84523.87
Harley-Davidson,Iron 883,2015,150,23.9,27.2,15705,Petrol,Scooter,Like New,Automatic,2nd Owner,125494.01
Harley-Davidson,Fat Boy,2007,200,20.2,47.2,110804,Petrol,Cruiser,New,Manual,3rd Owner,108241.96
BMW,G310R,2022,500,50.2,42.1,1475,Petrol,Scooter,New,Automatic,2nd Owner,447606.8
Ducati,Monster,2011,110,8.4,27.5,70264,Petrol,Sport,Like New,Manual,2nd Owner,57203.62
Harley-Davidson,Sportster,2017,500,75.5,64.8,8842,Petrol,Scooter,Like New,Automatic,3rd Owner,267073.61
Ducati,Monster,2019,1250,96.6,48.7,16618,Petrol,Cruiser,New,Automatic,3rd Owner,1253755.05
Yamaha,FZ-S,2013,1000,155.2,25.1,57712,Petrol,Naked,New,Manual,1st Owner,366524.27
Royal Enfield,Meteor 350,2007,125,16.3,41.2,29901,Petrol,Naked,Used,Manual,3rd Owner,8000.0
Ducati,Scrambler,2015,160,18.9,25.9,34201,Petrol,Commuter,New,Automatic,2nd Owner,81316.47
BMW,S1000RR,2008,150,15.4,59.2,86124,Petrol,Commuter,Like New,Automatic,3rd Owner,92395.82
Yamaha,FZ-S,2020,1250,131.6,34.5,70692,Petrol,Scooter,Like New,Automatic,2nd Owner,351074.93
KTM,Duke 390,2005,300,25.1,23.9,36978,Petrol,Adventure,Used,Automatic,1st Owner,46372.91
TVS,Ntorq 125,2012,750,50.7,50.4,56411,Petrol,Cruiser,New,Automatic,1st Owner,201343.85
BMW,G310R,2013,100,11.7,63.4,98493,Petrol,Cruiser,Like New,Automatic,3rd Owner,37452.79
TVS,Jupiter,2010,1340,100.9,15.0,46939,Electric,Cruiser,Used,Automatic,3rd Owner,137161.83
Suzuki,V-Strom,2017,1084,166.9,15.9,79974,Petrol,Commuter,Used,Manual,2nd Owner,185975.97
Royal Enfield,Classic 350,2017,180,22.6,53.0,80639,Electric,Naked,Like New,Automatic,3rd Owner,47935.44
Yamaha,FZ-S,2009,150,11.8,42.2,115607,Petrol,Commuter,New,Manual,1st Owner,14532.4
BMW,G310R,2011,1084,77.6,57.2,16659,Petrol,Scooter,Used,Automatic,3rd Owner,489308.51
Royal Enfield,Meteor 350,2020,1000,149.6,20.7,30977,Petrol,Cruiser,New,Manual,3rd Owner,530836.18
Royal Enfield,Meteor 350,2006,883,83.2,43.3,48946,Petrol,Adventure,New,Automatic,1st Owner,408277.04
TVS,Apache RTR 200,2015,250,36.2,73.3,786,Petrol,Naked,Used,Automatic,3rd Owner,37786.2
TVS,Raider 125,2012,650,85.9,30.7,60836,Petrol,Adventure,New,Manual,3rd Owner,143316.78
Yamaha,R15,2023,160,11.3,26.3,116911,Petrol,Commuter,Like New,Manual,1st Owner,45322.67
Honda,CB Hornet,2013,650,50.1,63.3,102237,Petrol,Scooter,Like New,Automatic,1st Owner,117647.24
Suzuki,Access 125,2010,110,13.0,52.0,42672,Petrol,Adventure,New,Automatic,1st Owner,8000.0
Honda,Africa Twin,2016,1250,144.2,52.1,81498,Petrol,Commuter,New,Automatic,3rd Owner,316640.7
KTM,Duke 200,2024,200,24.0,41.4,10266,Petrol,Naked,Used,Automatic,3rd Owner,66451.2
Kawasaki,W175,2005,200,16.5,43.4,116878,Petrol,Commuter,Like New,Manual,1st Owner,13524.89
Royal Enfield,Bullet 350,2013,650,98.4,25.1,4585,Petrol,Adventure,New,Manual,2nd Owner,313862.78
KTM,Duke 125,2009,200,25.0,66.5,16794,Petrol,Sport,Like New,Manual,3rd Owner,35110.31
Honda,CB Hornet,2022,300,31.9,41.9,22254,Petrol,Naked,Used,Automatic,1st Owner,57603.98
Royal Enfield,Classic 350,2015,250,31.1,37.1,50481,Petrol,Scooter,Used,Automatic,1st Owner,57413.03
Kawasaki,Ninja 300,2008,1340,109.9,47.2,12728,Petrol,Naked,Used,Automatic,3rd Owner,342088.96
Yamaha,R15,2013,110,13.5,33.7,61646,Electric,Commuter,Used,Automatic,3rd Owner,8000.0
KTM,Duke 125,2009,110,8.6,66.6,68311,Petrol,Adventure,New,Manual,2nd Owner,8000.0
Royal Enfield,Meteor 350,2014,750,107.6,43.7,47710,Petrol,Cruiser,New,Automatic,2nd Owner,326724.91
BMW,F850GS,2017,883,107.8,43.5,59521,Petrol,Scooter,Like New,Automatic,1st Owner,589670.01
TVS,Apache RTR 160,2012,390,36.0,53.8,70900,Petrol,Naked,Used,Automatic,2nd Owner,47879.48
KTM,Duke 200,2019,300,47.2,38.4,34618,Electric,Scooter,Used,Automatic,1st Owner,131058.38
BMW,R1250GS,2020,300,45.7,21.2,96096,Petrol,Adventure,Used,Manual,1st Owner,85905.32
Royal Enfield,Classic 350,2014,110,17.1,40.1,83085,Petrol,Naked,New,Automatic,2nd Owner,19568.81
Honda,CB Shine,2005,110,12.4,70.3,54546,Petrol,Cruiser,Used,Automatic,2nd Owner,8000.0
KTM,Adventure 390,2016,180,13.2,49.8,72798,Petrol,Commuter,Used,Automatic,2nd Owner,23405.97
Kawasaki,W175,2006,1000,95.3,40.0,66972,Petrol,Scooter,New,Automatic,2nd Owner,397282.27
KTM,Duke 200,2016,1340,89.9,23.6,44828,Petrol,Adventure,New,Automatic,2nd Owner,488568.29
Harley-Davidson,Road King,2011,150,17.8,51.7,102328,Petrol,Scooter,New,Automatic,1st Owner,60652.1
BMW,S1000RR,2017,150,19.2,43.4,50271,Petrol,Cruiser,Used,Manual,2nd Owner,47937.16
Kawasaki,Z900,2021,125,19.2,69.8,113739,Petrol,Commuter,Used,Automatic,2nd Owner,28408.47
TVS,Ntorq 125,2015,1340,157.4,15.0,39734,Petrol,Naked,Used,Manual,1st Owner,186554.02
KTM,RC 390,2017,250,29.0,65.8,98643,Petrol,Scooter,Like New,Automatic,2nd Owner,76751.63
Kawasaki,Ninja ZX-10R,2017,1000,145.6,30.8,27471,Petrol,Sport,Used,Manual,2nd Owner,284550.17
KTM,Adventure 390,2008,750,116.3,16.9,58373,Petrol,Adventure,Used,Automatic,3rd Owner,229404.5
Yamaha,YZF R1,2008,200,16.2,69.7,17038,Petrol,Scooter,Like New,Automatic,3rd Owner,38533.66
Harley-Davidson,Iron 883,2021,500,66.7,40.2,15806,Electric,Cruiser,Like New,Automatic,2nd Owner,273921.42
TVS,Ntorq 125,2020,110,15.5,59.7,63082,Petrol,Sport,Used,Manual,2nd Owner,14591.96
Honda,CB Hornet,2016,100,14.1,53.5,34060,Petrol,Sport,Like New,Automatic,2nd Owner,8000.0
Kawasaki,Ninja ZX-10R,2013,300,29.7,64.5,96518,Petrol,Scooter,Like New,Automatic,2nd Owner,100728.26
Ducati,Panigale V2,2012,390,53.8,53.9,119078,Petrol,Sport,Like New,Automatic,1st Owner,242880.8
Harley-Davidson,Fat Boy,2021,160,21.4,42.3,115939,Petrol,Sport,Like New,Automatic,1st Owner,98210.66
Ducati,Monster,2012,750,85.6,61.4,103779,Petrol,Adventure,Used,Automatic,2nd Owner,373289.46
Royal Enfield,Meteor 350,2016,110,16.2,20.6,105615,Petrol,Cruiser,New,Automatic,2nd Owner,26318.36
Suzuki,Hayabusa,2020,150,14.0,41.4,77363,Petrol,Commuter,Like New,Automatic,3rd Owner,38319.28
Suzuki,Hayabusa,2024,180,22.0,42.8,46202,Petrol,Adventure,Like New,Manual,2nd Owner,39218.63
Honda,CB Shine,2021,125,11.2,33.1,108611,Petrol,Sport,New,Manual,2nd Owner,18508.37
TVS,Apache RTR 200,2013,350,43.6,29.3,88677,Petrol,Cruiser,Like New,Manual,1st Owner,60117.06
Ducati,Multistrada,2006,250,29.8,26.0,61074,Petrol,Sport,Used,Automatic,2nd Owner,52003.27
Suzuki,Gixxer,2011,250,29.5,56.4,48661,Petrol,Adventure,Used,Automatic,3rd Owner,18747.3
Royal Enfield,Meteor 350,2022,200,16.8,54.3,98260,Petrol,Cruiser,New,Automatic,2nd Owner,90334.63
KTM,RC 390,2006,250,29.4,23.6,59292,Petrol,Commuter,Like New,Manual,2nd Owner,64996.82
BMW,G310R,2015,500,63.8,23.7,19595,Petrol,Scooter,Like New,Automatic,2nd Owner,349353.47
Harley-Davidson,Fat Boy,2017,1250,84.9,42.5,116505,Petrol,Naked,Like New,Automatic,3rd Owner,552455.1
Ducati,Scrambler,2010,1084,113.1,32.9,50772,Petrol,Sport,New,Automatic,1st Owner,1032645.61
Suzuki,Intruder,2017,650,40.2,32.2,97972,Petrol,Commuter,New,Manual,1st Owner,108950.94
Honda,CBR 650R,2008,1340,137.0,15.0,33183,Petrol,Commuter,Used,Manual,1st Owner,236364.36
Royal Enfield,Bullet 350,2017,250,37.1,60.8,27961,Petrol,Sport,Like New,Manual,1st Owner,94527.18
BMW,R1250GS,2019,250,16.6,70.7,8041,Petrol,Scooter,Like New,Automatic,3rd Owner,162691.9
TVS,Apache RTR 200,2007,883,141.1,34.9,31068,Electric,Sport,Like New,Automatic,3rd Owner,237497.41
Harley-Davidson,Fat Boy,2012,1000,77.2,49.9,116583,Petrol,Sport,Like New,Automatic,3rd Owner,477935.97
KTM,Duke 125,2010,180,15.7,68.7,511,Petrol,Commuter,Like New,Automatic,2nd Owner,37200.36
Ducati,Monster,2010,390,25.9,64.3,45246,Petrol,Sport,Used,Automatic,1st Owner,181405.53
Honda,Activa,2015,110,15.7,26.6,9681,Petrol,Naked,Used,Automatic,1st Owner,8000.0
Kawasaki,Versys 650,2020,1000,107.2,35.3,34142,Petrol,Cruiser,Used,Manual,2nd Owner,187555.24
Suzuki,Hayabusa,2017,300,40.8,53.7,87390,Petrol,Naked,Used,Manual,3rd Owner,42270.4
Yamaha,YZF R1,2010,1000,156.5,50.0,74130,Petrol,Sport,Used,Manual,2nd Owner,171319.08
Harley-Davidson,Street 750,2016,1000,133.4,15.0,72380,Petrol,Cruiser,New,Automatic,2nd Owner,612293.13
Royal Enfield,Meteor 350,2024,300,28.4,58.8,82964,Electric,Naked,New,Automatic,3rd Owner,84552.42
Yamaha,R15,2019,1084,80.5,47.8,54332,Petrol,Naked,Used,Manual,2nd Owner,212022.63
KTM,Duke 200,2014,160,16.5,69.2,50589,Petrol,Sport,Used,Manual,1st Owner,13543.38
Ducati,Multistrada,2023,1000,64.7,21.4,85769,Petrol,Adventure,Used,Manual,3rd Owner,418306.7
Yamaha,MT-15,2006,100,15.0,62.2,109514,Petrol,Cruiser,New,Manual,1st Owner,8000.0
Suzuki,Intruder,2014,500,54.4,32.2,56584,Petrol,Adventure,New,Automatic,2nd Owner,141468.34
Suzuki,Access 125,2022,250,19.0,37.7,1898,Petrol,Naked,New,Manual,2nd Owner,75383.0
TVS,Ntorq 125,2022,250,32.2,34.3,37251,Petrol,Sport,Like New,Manual,1st Owner,51251.37
Royal Enfield,Himalayan,2019,650,61.2,50.0,71213,Electric,Commuter,Like New,Automatic,1st Owner,159809.57
KTM,Duke 390,2018,150,21.7,62.3,19993,Petrol,Scooter,New,Automatic,1st Owner,59620.75
Honda,CBR 650R,2012,883,87.5,20.5,81640,Petrol,Naked,New,Automatic,1st Owner,248223.8
Ducati,Scrambler,2009,1340,195.1,26.1,113176,Petrol,Scooter,New,Automatic,2nd Owner,727221.41
Kawasaki,Ninja ZX-10R,2021,1000,159.4,20.1,19921,Petrol,Cruiser,Used,Manual,3rd Owner,334667.37
Royal Enfield,Classic 350,2024,883,133.5,44.8,108287,Petrol,Scooter,Like New,Automatic,2nd Owner,375455.8
Kawasaki,Versys 650,2008,110,14.9,70.4,42785,Petrol,Naked,Used,Manual,3rd Owner,8000.0
Honda,CB Shine,2013,750,73.8,16.1,85710,Petrol,Sport,Like New,Automatic,1st Owner,165142.45
Kawasaki,Ninja ZX-10R,2016,100,8.6,33.7,7176,Petrol,Cruiser,Like New,Manual,1st Owner,8874.75
KTM,Duke 125,2005,180,25.1,62.2,25151,Electric,Sport,Used,Automatic,3rd Owner,26014.45
TVS,Raider 125,2015,1000,90.7,20.0,67077,Petrol,Naked,Used,Manual,2nd Owner,158999.18
KTM,RC 390,2005,883,127.3,19.2,49055,Petrol,Naked,Used,Manual,2nd Owner,236136.64
BMW,F850GS,2013,883,71.4,17.0,62625,Petrol,Cruiser,New,Automatic,1st Owner,724543.45
Yamaha,YZF R1,2013,125,10.7,47.9,38444,Petrol,Sport,Like New,Manual,2nd Owner,31551.11
BMW,G310R,2015,750,87.1,44.6,105648,Petrol,Adventure,Used,Manual,2nd Owner,428107.46
Harley-Davidson,Fat Boy,2021,883,139.4,54.8,20272,Petrol,Commuter,New,Manual,2nd Owner,692495.54
Honda,CBR 650R,2007,160,19.9,38.3,63045,Petrol,Cruiser,Like New,Manual,1st Owner,8000.0
TVS,Apache RTR 200,2018,650,81.8,46.4,27705,Petrol,Cruiser,Like New,Manual,1st Owner,188588.35
TVS,Jupiter,2016,750,62.5,41.9,71678,Petrol,Sport,Used,Automatic,3rd Owner,151133.67
KTM,Adventure 390,2024,1250,110.1,38.9,31938,Petrol,Sport,New,Manual,1st Owner,540077.7
Kawasaki,W175,2021,250,15.4,26.2,19528,Petrol,Naked,Like New,Manual,2nd Owner,55633.94
Kawasaki,W175,2018,650,59.4,36.4,65989,Petrol,Adventure,New,Manual,2nd Owner,295797.87
Ducati,Panigale V2,2018,1084,85.6,15.0,25866,Petrol,Naked,Like New,Manual,1st Owner,1003883.97
Honda,CB Shine,2024,1340,94.4,31.0,83193,Petrol,Cruiser,New,Automatic,1st Owner,409396.19
Ducati,Panigale V2,2017,883,54.2,40.0,85554,Petrol,Adventure,Like New,Automatic,1st Owner,656239.28
KTM,Duke 125,2007,180,16.6,51.2,21921,Petrol,Naked,Like New,Automatic,2nd Owner,41573.05
Yamaha,FZS-Fi,2024,160,11.6,29.5,80407,Petrol,Naked,Used,Manual,1st Owner,42438.11
Royal Enfield,Bullet 350,2005,1250,187.2,49.2,34239,Petrol,Adventure,Like New,Manual,2nd Owner,473742.15
Ducati,Multistrada,2022,650,82.5,56.4,18259,Petrol,Commuter,New,Manual,1st Owner,500991.73
Ducati,Scrambler,2014,110,12.1,35.4,62960,Petrol,Cruiser,New,Manual,3rd Owner,54593.61
Kawasaki,Ninja ZX-10R,2021,180,26.6,66.7,110725,Petrol,Sport,New,Automatic,3rd Owner,69079.22
Royal Enfield,Classic 350,2015,390,55.3,44.8,83303,Petrol,Commuter,Like New,Manual,2nd Owner,150522.4
Harley-Davidson,Street 750,2017,160,12.1,34.1,95213,Petrol,Commuter,New,Automatic,3rd Owner,76936.92
BMW,G310GS,2020,750,113.7,38.0,2339,Petrol,Adventure,Like New,Automatic,3rd Owner,398618.28
Yamaha,MT-15,2019,883,83.3,28.1,79129,Petrol,Adventure,Like New,Automatic,2nd Owner,253043.64
Royal Enfield,Meteor 350,2013,390,28.7,44.3,80471,Petrol,Naked,New,Automatic,1st Owner,150453.72
Royal Enfield,Classic 350,2018,100,10.1,30.8,30340,Petrol,Adventure,Like New,Manual,3rd Owner,21476.79
Kawasaki,W175,2009,200,25.0,61.7,51654,Petrol,Cruiser,Like New,Automatic,2nd Owner,43401.97
Ducati,Scrambler,2007,110,13.8,31.8,84572,Petrol,Naked,Used,Manual,2nd Owner,9715.98
TVS,Apache RTR 200,2018,160,22.8,46.5,52770,Electric,Scooter,New,Automatic,1st Owner,33765.18
Ducati,Monster,2023,750,74.4,16.9,119392,Petrol,Sport,New,Manual,2nd Owner,675226.66
BMW,S1000RR,2015,350,46.7,66.5,62702,Petrol,Cruiser,Used,Manual,3rd Owner,144248.2
Suzuki,Gixxer,2015,180,19.8,66.4,72579,Petrol,Adventure,Like New,Manual,1st Owner,32364.74
Ducati,Scrambler,2016,650,87.8,47.7,8248,Petrol,Scooter,Like New,Automatic,2nd Owner,308701.05
Harley-Davidson,Iron 883,2011,300,45.2,21.0,3442,Petrol,Commuter,New,Automatic,2nd Owner,174860.45
TVS,Jupiter,2018,390,58.1,22.0,47178,Petrol,Cruiser,New,Automatic,2nd Owner,125340.3
Yamaha,FZS-Fi,2005,180,17.3,45.9,25698,Petrol,Naked,Like New,Automatic,2nd Owner,23807.03
BMW,G310GS,2010,110,7.1,38.9,42855,Petrol,Naked,Like New,Manual,1st Owner,52218.79
Royal Enfield,Meteor 350,2005,250,20.7,56.7,65381,Petrol,Cruiser,Used,Automatic,1st Owner,32877.28
Royal Enfield,Himalayan,2019,1084,173.1,33.2,84851,Petrol,Scooter,New,Automatic,2nd Owner,588714.54
